"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54"
"1",0.0973294834900555,0.0918251211411042,0.0995109965200461,0.509916739249649,0.48736152951856,0.501520817774408,0.89522152395052,0.943626833498575,0.919448424074887,0.0960750489523833,0.0978937163529011,0.0971362381674121,0.49534820961481,0.500670887229232,0.488397478102722,0.95674592679375,0.936427978190694,0.925852754222017,0.0922193726612166,0.0952448603063922,0.0986213352181368,0.514345730768387,0.494187247082973,0.488290308313159,0.929605708922683,0.910583095201073,0.92836263585866,0.0982834531640247,0.104583772023616,0.101888513851312,0.496691104096965,0.516537583691684,0.499890988685369,0.873235106661337,0.926257213375629,0.894961202007148,0.100673724446178,0.101441498716969,0.100141124320552,0.497230142049329,0.497048496441,0.500885073024645,0.876482407240268,0.921236781641545,0.914542523214319,0.108181038125282,0.102558867703088,0.0993856766028575,0.493898913196222,0.487989478958513,0.481905162213043,0.902138790192043,0.906575804741752,0.923104551587624
"2",0.101644680464556,0.0991414639400757,0.0959915988532611,0.478725878887926,0.501354906726313,0.495810873053381,0.931041533614795,0.925031278702222,0.928878726966717,0.0926432570880125,0.101711265088929,0.101242494653251,0.503044937431023,0.491011995142269,0.503291684281132,0.926821134011766,0.913683131890354,0.920042726931377,0.100345082609352,0.0986573066270042,0.102642645177431,0.516603793789004,0.494432212731383,0.492435103532971,0.94612123702548,0.912774139592957,0.885415805831637,0.104699104884828,0.102769068927048,0.101416732335561,0.51527086770128,0.491624126329113,0.497006192415665,0.897760687527051,0.954738635856023,0.929647486051012,0.099068772510674,0.0988840193658446,0.0990238675754596,0.510516738133562,0.499357572806745,0.501941632081101,0.912271954657133,0.93261944028005,0.900352692823785,0.102121672064246,0.103289667314507,0.0981806485163639,0.531571435641425,0.500408485533605,0.492548310366552,0.935552843890837,0.889608154736996,0.925402654684768
"3",0.0953175009726715,0.100019754722,0.099847429317475,0.528969777458619,0.492151851330832,0.493666753658544,0.887088273251184,0.933637526859784,0.929410348945482,0.0917329594689187,0.0987196769109406,0.0975228874964729,0.496458724525884,0.494884855811868,0.493239920172199,0.898083947598154,0.885141202519448,0.921930279250387,0.0934951598074178,0.0977295506153083,0.0970127976649789,0.499274474077625,0.486734280357237,0.482249756451314,0.924586796289206,0.888342569931756,0.914586213792653,0.0973987417471782,0.100091560211363,0.101623502109815,0.488374498119442,0.502745687649619,0.510028858735289,0.868588169070533,0.93280850740854,0.897363624561756,0.104399219354101,0.0981887514798634,0.098844291939208,0.497910388961614,0.512263300848513,0.492459333675283,0.876284964134866,0.880145955210303,0.887232258095221,0.0990761832114139,0.0994711830508894,0.100120498250083,0.472851703200442,0.477389574301986,0.50270864381795,0.952686450728638,0.915970017688618,0.910892046423189
"4",0.0940533631717335,0.101133582307531,0.0999232694010144,0.495692399377626,0.504754948911099,0.498625155016886,0.913878861455556,0.894255449446751,0.937488105381819,0.0990691789857548,0.0929436673759353,0.0968430273450624,0.477786896330027,0.52473692754502,0.512850013434451,0.918108061621593,0.929526956769658,0.892069574582568,0.10124840136035,0.0964889342287062,0.0982002668064217,0.472165866923577,0.484028523994594,0.509235585005471,0.892900513689751,0.911182725346844,0.910931598266494,0.0944885618522848,0.101547511509753,0.101499580588442,0.489411609286232,0.482238299562069,0.495650941057749,0.899335607512668,0.900482746587028,0.90157474139391,0.0989642752951784,0.098430802862131,0.100679381636321,0.48864415972467,0.512857575725391,0.486558309930512,0.880245336420431,0.86419962477686,0.924140890390348,0.103568327474388,0.0992557885884232,0.103264056923103,0.483760899519497,0.507902421079302,0.488381952398957,0.903706372150937,0.893933161101026,0.93618871089708
"5",0.0962029600718143,0.0967649563874139,0.0987621307556087,0.507450603639391,0.519773587268841,0.489781075359166,0.921838239432199,0.906220283287814,0.915097766740402,0.103260260811896,0.099160038206527,0.096803860689518,0.502578505378825,0.480833799600487,0.504011469758471,0.911066431939098,0.899567979690647,0.911885622584265,0.09361537545955,0.0972745186627859,0.101007284113562,0.498341748608049,0.499537024660777,0.494529069287693,0.958699311255569,0.870270404426134,0.908969144545537,0.101297751874143,0.10048871154013,0.099662200563734,0.532100508326138,0.491855037286449,0.497161411243201,0.910404160013094,0.918677649938105,0.904228276708038,0.101556297227086,0.0997270647615063,0.101934092031421,0.497874685831545,0.504917561215188,0.48235462419326,0.930143274532766,0.900575831699817,0.900975341554348,0.101785255127642,0.100917214987221,0.0977265836327184,0.492094491869874,0.485139000438374,0.49708672480399,0.913271703009306,0.931936939870599,0.916328857584951
"6",0.100292991697675,0.098335072796823,0.0982053658856501,0.482316640679379,0.518558974030399,0.477002214529493,0.971065253817088,0.912021166110762,0.922552748438302,0.0992550060543763,0.100359064302206,0.0967822794300919,0.523529831003391,0.49354354754201,0.49324238038735,0.88225047219369,0.903778843898921,0.886274246771915,0.0990549514787874,0.0995614293661858,0.0961167083740313,0.508288695830035,0.516415129183625,0.493237058071866,0.92051545922924,0.906213585842855,0.915064226136773,0.101312621437664,0.0987504078223053,0.101149531673486,0.473585558086006,0.491441687103826,0.506034357684839,0.922013069389111,0.9010781767356,0.904715089026079,0.0983859771982074,0.100297608181626,0.0999542950156154,0.505611752081963,0.50299676130254,0.492802473415499,0.881976266768364,0.90782249786118,0.934421548577144,0.101468012915157,0.0969242764589837,0.102122461249068,0.491445838818345,0.506078555399853,0.50623856389878,0.913081147745616,0.933662048535867,0.906800496856504
"7",0.105904105687222,0.100415204273888,0.0974498323688123,0.503212254217662,0.508991873312721,0.493129733262697,0.892695500027342,0.890448104874361,0.91802702181217,0.100782315381812,0.0988470135728516,0.0962395855142068,0.487684592589868,0.494578816052048,0.493476331540928,0.86706284779982,0.91589498972018,0.911243146550079,0.0967669614196355,0.0947196416647151,0.0971649588231329,0.480828685492321,0.491785301427181,0.50166360253484,0.955596809140648,0.933197963741724,0.914994993764317,0.101158954995427,0.104231021778352,0.10215328779971,0.508813140921938,0.497515769114316,0.489500573848277,0.941476722888343,0.940563499968241,0.94185026371062,0.105922862071837,0.0997795352070415,0.10095434159587,0.484284802305076,0.502946220199758,0.503352942780793,0.894920547598912,0.947852154318879,0.928862945938085,0.104606069338753,0.104327680547196,0.100047156587883,0.474730810043065,0.494196271869633,0.497884922454292,0.881982135100925,0.919402326255323,0.922727455679272
"8",0.103920472052424,0.0970721532213185,0.0978504107184772,0.49663036984355,0.480584620684879,0.497354093483761,0.945678734842276,0.883434859490888,0.902281370010509,0.102406864188209,0.100746201052129,0.0973170300850115,0.512210456600292,0.492831762996541,0.492331962827051,0.895732213909562,0.933300219067071,0.919814206892405,0.102641352556335,0.0951269215447263,0.0987288914519507,0.510554148707114,0.486992621057571,0.500356556579446,0.90458064197999,0.893628963761431,0.918468403277185,0.10233900313756,0.0993630872291172,0.10363887501094,0.466155983987302,0.476510896389263,0.499176264731617,0.952871992822951,0.941755836648073,0.92974963953693,0.101062384327496,0.101095430239699,0.102928316862268,0.521534614493483,0.508210362170231,0.486371971898114,0.857048071978502,0.911864834928812,0.914229151734983,0.0962224621888543,0.104535321198847,0.101611047507869,0.496222875700293,0.502060746487131,0.495877897951285,0.842801597793144,0.902660532438144,0.916193613243197
"9",0.0992451454807633,0.0964565075944828,0.0953802102344044,0.506898715110622,0.501985113671358,0.499971559675966,0.93795897544006,0.894233385659632,0.931226309217611,0.0987260353316879,0.0943784260555561,0.0993652641462983,0.495167963310025,0.496052275287205,0.498649905827958,0.916474442656765,0.897653168734235,0.913874942483847,0.0935036824140191,0.096247699785294,0.0963192642896304,0.497355501595575,0.490202053994796,0.492174088290345,0.891566136023733,0.89378878483148,0.909133138640403,0.101501958498183,0.104514330303358,0.103384080001713,0.501636610431042,0.495365349986317,0.490018393823591,0.880469830154488,0.913057006087496,0.903305361585156,0.0992414684044623,0.100402488556419,0.101854609013638,0.474661322451049,0.49616833479133,0.5049479922935,0.93386805378663,0.895209010931969,0.923098226022825,0.0953544763095624,0.099907264883488,0.102575765333214,0.479275140791598,0.512001674774919,0.489914236119187,0.923479876779136,0.943108194174544,0.921495711553405
"10",0.0988342584431195,0.0987690506246368,0.0970679316750445,0.495826747787005,0.513685527938169,0.504021944394333,0.91213616776253,0.907324203877364,0.913166931622772,0.0930235656110406,0.0960450444402224,0.0993163304629483,0.476846117841663,0.49386022945766,0.500484995179633,0.882846263521682,0.929309998038359,0.895434245848493,0.099638836204489,0.0967987228736756,0.0978699002220838,0.492186679638964,0.493105712796708,0.48637994660083,0.910535570282257,0.897530803974303,0.92564762930595,0.107325055867071,0.0982184405012536,0.103037568620516,0.526931390949463,0.484166630514253,0.499717384441619,0.841074375801541,0.905508080918051,0.904686670847212,0.104116888091244,0.103147911520146,0.10112756377632,0.486717047051143,0.475188836687067,0.493140489179035,0.939024885264116,0.898383950155641,0.892320341898493,0.106631263178965,0.101933279714556,0.0998619057985188,0.513138564282666,0.501916751195514,0.494584143277157,0.909273002522995,0.887203036442387,0.922987032390564
